NOAA.ID,Order,Acquisition,Name,Sex,Species,Birth.Date,Captivity.Date,Owner,Facility.Date,Facility,Purpose,Status
NOA0002948,3,TRANSPORT,-,FEMALE,Beluga Whale,-,-,Sea World LLC,21-Jul-88,Sea World of Texas,Public Display,DEAD
NOA0002949,1,CAPTURE,-,FEMALE,Beluga Whale,-,17-Jul-88,unreported facility in unspecified foreign country,17-Jul-88,unreported facility in unspecified foreign country,Public Display,-
NOA0002949,2,TRANSFER,-,FEMALE,Beluga Whale,-,-,Sea World LLC,-,Sea World of Texas,Public Display,-
NOA0002949,3,TRANSPORT,-,FEMALE,Beluga Whale,-,-,Sea World LLC,21-Jul-88,Sea World of Texas,Public Display,ALIVE
NOA0002950,1,CAPTURE,-,FEMALE,Beluga Whale,-,18-Jul-88,unreported facility in unspecified foreign country,18-Jul-88,unreported facility in unspecified foreign country,Public Display,-
NOA0002950,2,TRANSFER,-,FEMALE,Beluga Whale,-,-,Sea World LLC,-,Sea World of Texas,Public Display,-
NOA0002950,3,TRANSPORT,-,FEMALE,Beluga Whale,-,-,Sea World LLC,21-Jul-88,Sea World of Texas,Public Display,DEAD
NOA0002959,1,BIRTH,-,FEMALE,Killer Whale; Orca,23-Sep-88,23-Sep-88,Sea World LLC,23-Sep-88,Sea World of California,Public Display,ALIVE
NOA0002960,1,BIRTH,-,FEMALE,Killer Whale; Orca,4-Nov-88,4-Nov-88,Sea World LLC,29-Oct-94,Sea World of Texas,Public Display,DEAD
NOA0002961,1,BIRTH,-,FEMALE,Killer Whale; Orca,26-Nov-88,26-Nov-88,Sea World LLC,26-Nov-88,Sea World of Ohio,Public Display,-
NOA0002961,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,26-Nov-88,-,Sea World LLC,4-Oct-99,Sea World of Texas,Public Display,-
NOA0002961,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,26-Nov-88,-,Sea World LLC,18-Nov-06,Sea World of Florida,Public Display,ALIVE
NOA0002978,1,CAPTURE,-,FEMALE,Killer Whale; Orca,1-Jan-78,Unknown,Acuarama S A,Unknown,Acuarama S A,Public Display,-
NOA0002978,2,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Jan-78,-,Sea World LLC,-,Unknown,Public Display,-
NOA0002978,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Jan-78,-,Sea World LLC,3-May-89,Unknown,Public Display,DEAD
NOA0002984,1,BIRTH,-,FEMALE,Killer Whale; Orca,11-Jul-89,11-Jul-89,Sea World LLC,11-Jul-89,Sea World of Florida,Public Display,DEAD
NOA0003035,1,CAPTURE,-,FEMALE,Killer Whale; Orca,-,15-Nov-77,Windsor Safari Park,Unknown,Windsor Safari Park,Public Display,-
NOA0003035,2,TRANSFER,-,FEMALE,Killer Whale; Orca,-,-,Sea World LLC,-,Sea World of Ohio,Public Display,-
NOA0003035,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,-,-,Sea World LLC,13-Apr-93,Sea World of Ohio,Public Display,-
NOA0003035,4,TRANSPORT,-,FEMALE,Killer Whale; Orca,-,-,Sea World LLC,5-Oct-99,Sea World of Texas,Public Display,DEAD
NOA0003036,1,CAPTURE,-,MALE,Killer Whale; Orca,-,1-Nov-83,"Sealand of the Pacific, Ltd.",1-Nov-84,"Sealand of the Pacific, Ltd.",Public Display,-
NOA0003036,2,TRANSFER,-,MALE,Killer Whale; Orca,-,-,Sea World LLC,-,Sea World of Florida,Public Display,-
NOA0003036,3,TRANSPORT,-,MALE,Killer Whale; Orca,-,-,Sea World LLC,9-Jan-92,Sea World of Florida,Public Display,DEAD
NOA0003037,1,BIRTH,-,FEMALE,Killer Whale; Orca,9-Jul-91,9-Jul-91,Sea World LLC,9-Jul-91,Sea World of California,Public Display,-
NOA0003037,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,9-Jul-91,-,Sea World LLC,24-Apr-04,Sea World of Florida,Public Display,-
NOA0003037,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,9-Jul-91,-,Sea World LLC,5-Feb-09,Sea World of Texas,Public Display,ALIVE
NOA0003051,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-84,24-Jul-87,unreported facility in unspecified foreign country,2-Aug-87,New York Aquarium,Public Display,-
NOA0003051,2,TRANSFER,KIA,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,-,National Aquarium in Baltimore,Public Display,-
NOA0003051,3,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,24-Jul-88,National Aquarium in Baltimore,Public Display,-
NOA0003051,4,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,19-Mar-92,Sea World of Texas,Public Display,DEAD
NOA0003052,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-84,29-Jul-87,unreported facility in unspecified foreign country,2-Aug-87,New York Aquarium,Public Display,-
NOA0003052,2,TRANSFER,SIKKU,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,-,National Aquarium in Baltimore,Public Display,-
NOA0003052,3,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,4-Sep-90,National Aquarium in Baltimore,Public Display,-
NOA0003052,4,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-84,-,National Aquarium in Baltimore,19-Mar-92,Sea World of Texas,Public Display,-
NOA0003052,5,TRANSFER,-,FEMALE,Beluga Whale,1-Jan-84,-,Sea World LLC,-,Sea World of Texas,Public Display,DEAD
NOA0003053,1,BIRTH,-,MALE,Killer Whale; Orca,15-Aug-89,15-Aug-89,Marineland of Canada,15-Aug-89,Marineland of Canada,Public Display,-
NOA0003053,2,TRANSFER,-,MALE,Killer Whale; Orca,15-Aug-89,-,Sea World LLC,-,Sea World of California,Public Display,-
NOA0003053,3,TRANSPORT,-,MALE,Killer Whale; Orca,15-Aug-89,-,Sea World LLC,17-Apr-92,Sea World of California,Public Display,DEAD
NOA0003068,1,CAPTURE,-,FEMALE,Killer Whale; Orca,-,1-Jan-82,"Sealand of the Pacific, Ltd.",6-May-83,"Sealand of the Pacific, Ltd.",Public Display,-
NOA0003068,2,TRANSFER,-,FEMALE,Killer Whale; Orca,-,-,Sea World LLC,-,Sea World of Texas,Public Display,-
NOA0003068,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,-,-,Sea World LLC,8-Jan-93,Sea World of Texas,Public Display,DEAD
NOA0003069,1,BIRTH,-,MALE,Killer Whale; Orca,24-Dec-91,24-Dec-91,"Sealand of the Pacific, Ltd.",24-Dec-91,"Sealand of the Pacific, Ltd.",Public Display,-
NOA0003069,2,TRANSFER,-,MALE,Killer Whale; Orca,24-Dec-91,-,Sea World LLC,-,Sea World of Texas,Public Display,-
NOA0003069,3,TRANSPORT,-,MALE,Killer Whale; Orca,24-Dec-91,-,Sea World LLC,8-Jan-93,Sea World of Texas,Public Display,ALIVE
NOA0003070,1,CAPTURE,-,FEMALE,Killer Whale; Orca,1-Jan-80,1-Jan-82,"Sealand of the Pacific, Ltd.",6-May-83,"Sealand of the Pacific, Ltd.",Public Display,-
NOA0003070,2,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Jan-80,-,Sea World LLC,-,Unknown,Public Display,-
NOA0003070,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Jan-80,-,Sea World LLC,8-Jan-93,Unknown,Public Display,DEAD
NOA0003071,1,BIRTH,-,MALE,Beluga Whale,8-Aug-92,8-Aug-92,Sea World LLC,8-Aug-92,Sea World of Texas,Public Display,-
NOA0003071,2,TRANSPORT,-,MALE,Beluga Whale,8-Aug-92,-,Sea World LLC,20-Apr-97,Sea World of California,Public Display,-
NOA0003071,3,TRANSPORT,-,MALE,Beluga Whale,8-Aug-92,-,Sea World LLC,21-Nov-98,Point Defiance Zoo and Aquarium,Public Display,-
NOA0003071,4,TRANSPORT,-,MALE,Beluga Whale,8-Aug-92,-,Sea World LLC,13-May-09,Sea World of Texas,Public Display,-
NOA0003071,5,TRANSPORT,-,MALE,Beluga Whale,8-Aug-92,-,Sea World LLC,22-Feb-10,Georgia Aquarium,Public Display,-
NOA0003071,6,TRANSPORT,-,MALE,Beluga Whale,8-Aug-92,-,Sea World LLC,19-Oct-14,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0003082,1,BIRTH,-,MALE,Beluga Whale,25-Sep-93,25-Sep-93,Sea World LLC,25-Sep-93,Sea World of Texas,Public Display,DEAD
NOA0003083,1,BIRTH,-,MALE,Beluga Whale,13-Sep-93,13-Sep-93,Sea World LLC,13-Sep-93,Sea World of Texas,Public Display,-
NOA0003083,2,TRANSPORT,-,MALE,Beluga Whale,13-Sep-93,-,Sea World LLC,20-Apr-97,Sea World of California,Public Display,-
NOA0003083,3,TRANSPORT,-,MALE,Beluga Whale,13-Sep-93,-,Sea World LLC,21-Nov-98,Point Defiance Zoo and Aquarium,Public Display,DEAD
NOA0003087,1,BIRTH,-,MALE,Killer Whale; Orca,2-Feb-93,2-Feb-93,Sea World LLC,2-Feb-93,Sea World of Texas,Public Display,-
NOA0003087,2,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,7-Nov-99,Sea World of California,Public Display,-
NOA0003087,3,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,15-Apr-00,Sea World of Ohio,Public Display,-
NOA0003087,4,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,15-Feb-01,Sea World of California,Public Display,-
NOA0003087,5,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,24-Apr-04,Sea World of Texas,Public Display,-
NOA0003087,6,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,27-Feb-12,Sea World of California,Public Display,ALIVE
NOA0003088,1,BIRTH,-,MALE,Killer Whale; Orca,9-Sep-93,9-Sep-93,Sea World LLC,9-Sep-93,Sea World of Florida,Public Display,-
NOA0003088,2,TRANSPORT,-,MALE,Killer Whale; Orca,9-Sep-93,-,Sea World LLC,18-Nov-06,Sea World of Texas,Public Display,DEAD
NOA0003089,1,BIRTH,-,FEMALE,Killer Whale; Orca,31-Dec-93,31-Dec-93,Sea World LLC,31-Dec-93,Sea World of Florida,Public Display,DEAD
NOA0003091,1,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-78,19-Nov-80,unreported facility in unspecified foreign country,30-Dec-81,unreported facility in unspecified foreign country,Public Display,-
NOA0003091,2,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,-,Parc Zoologic De Barcelona,Public Display,-
NOA0003091,3,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,30-Dec-85,Parc Zoologic De Barcelona,Public Display,-
NOA0003091,4,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,9-Feb-94,Sea World of California,Public Display,ALIVE
NOA0003108,1,BIRTH,-,FEMALE,Killer Whale; Orca,20-Nov-94,20-Nov-94,Sea World LLC,20-Nov-94,Sea World of Texas,Public Display,DEAD
NOA0003168,1,BIRTH,-,FEMALE,Killer Whale; Orca,18-Jun-82,18-Jun-82,Marineland Amusements Corporation,18-Jun-82,Marineland Amusements Corporation,Public Display,DEAD
NOA0003419,1,CAPTURE,HUGO,MALE,Killer Whale; Orca,1-Jan-65,22-Mar-67,Miami Seaquarium,Unknown,Miami Seaquarium,Public Display,DEAD
NOA0003420,1,CAPTURE,TOKITAE (LOLITA),FEMALE,Killer Whale; Orca,1-Jan-67,24-Sep-70,Miami Seaquarium,Unknown,Miami Seaquarium,Public Display,ALIVE
NOA0003699,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-86,28-Jul-89,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0003699,2,TRANSFER,IMMIAYUK,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003699,3,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,4-Mar-91,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0003700,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-86,1-Aug-89,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0003700,2,TRANSFER,PUIJI,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003700,3,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,4-Mar-91,Shedd (John G.) Aquarium,Public Display,-
NOA0003700,4,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,30-Aug-08,Mystic Aquarium,Public Display,-
NOA0003700,5,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,25-Apr-09,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0003704,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-89,13-Aug-92,unreported facility in Canada,Unknown,unreported facility in Canada,Public Display,-
NOA0003704,2,TRANSFER,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003704,3,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,18-Aug-92,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0003705,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-89,14-Aug-92,unreported facility in Canada,Unknown,unreported facility in Canada,Public Display,-
NOA0003705,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003705,3,TRANSPORT,-,MALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,18-Aug-92,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0003706,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-86,14-Aug-92,Shedd (John G.) Aquarium,Unknown,unreported facility in Canada,Public Display,-
NOA0003706,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003706,3,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,18-Aug-92,Shedd (John G.) Aquarium,Public Display,-
NOA0003706,4,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,15-Nov-01,Mystic Aquarium,Public Display,-
NOA0003706,5,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,6-Dec-03,Shedd (John G.) Aquarium,Public Display,-
NOA0003706,6,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,30-Aug-08,Mystic Aquarium,Public Display,-
NOA0003706,7,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,25-Apr-09,Shedd (John G.) Aquarium,Public Display,-
NOA0003706,8,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,16-Oct-11,Mystic Aquarium,Public Display,-
NOA0003706,9,TRANSPORT,-,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,7-Feb-16,Sea World of Florida,Public Display,ALIVE
NOA0003707,1,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-89,17-Aug-92,unreported facility in Canada,Unknown,unreported facility in Canada,Public Display,-
NOA0003707,2,TRANSFER,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,-,Shedd (John G.) Aquarium,Public Display,-
NOA0003707,3,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,18-Aug-92,Shedd (John G.) Aquarium,Public Display,-
NOA0003707,4,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,16-Mar-97,Point Defiance Zoo and Aquarium,Public Display,-
NOA0003707,5,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,10-Jan-99,Shedd (John G.) Aquarium,Public Display,-
NOA0003707,6,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,4-Sep-08,Mystic Aquarium,Public Display,-
NOA0003707,7,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,25-Apr-09,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0004863,1,CAPTURE,-,MALE,Beluga Whale,15-Jun-71,3-Aug-77,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004863,2,TRANSFER,CHU,MALE,Beluga Whale,15-Jun-71,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004863,3,TRANSPORT,-,MALE,Beluga Whale,15-Jun-71,-,"Navy, U.S. (SPAWAR)",3-Aug-77,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0004864,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-67,1-Aug-77,unreported facility in unspecified foreign country,5-Aug-77,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004864,2,TRANSFER,MUK,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004864,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",1-Aug-77,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004864,4,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",7-Feb-01,Sea World of California,Public Display,DEAD
NOA0004865,1,CAPTURE,NOC,MALE,Beluga Whale,15-Jun-75,4-Aug-77,"Navy, U.S. (SPAWAR)",10-Aug-77,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0004936,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-78,15-Jul-80,unreported facility in unspecified foreign country,22-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004936,2,TRANSFER,RUB,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004936,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",22-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004936,4,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",18-Apr-97,Sea World of California,Scientific Research,DEAD
NOA0004937,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-78,16-Jul-80,unreported facility in unspecified foreign country,22-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004937,2,TRANSFER,LLY,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004937,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",22-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0004938,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-77,16-Jul-80,unreported facility in unspecified foreign country,20-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004938,2,TRANSFER,CHR,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004938,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)",20-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0005191,1,CAPTURE,Mamuk,MALE,Killer Whale; Orca,1-Jan-64,15-Oct-68,"Sea-Arama, Inc. (not active)",Unknown,"Sea-Arama, Inc. (not active)",Public Display,DEAD
NOA0005192,1,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-68,20-Aug-70,"Sea-Arama, Inc. (not active)",Unknown,"Sea-Arama, Inc. (not active)",Public Display,DEAD
NOA0005449,1,CAPTURE,KIANU,FEMALE,Killer Whale; Orca,1-Jan-52,9-May-68,Marine World Africa USA,Unknown,Marine World Africa USA,Public Display,-
NOA0005449,2,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,-,unreported facility in Japan,unknown,-
NOA0005449,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,Unknown,unreported facility in Japan,unknown,ALIVE
NOA0005473,1,BIRTH,-,MALE,Killer Whale; Orca,17-Jun-95,17-Jun-95,Sea World LLC,17-Jun-95,Sea World of Florida,Public Display,-
NOA0005473,2,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,8-Mar-99,Sea World of California,Public Display,-
NOA0005473,3,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,15-Apr-00,Sea World of Ohio,Public Display,-
NOA0005473,4,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,18-Feb-01,Sea World of Texas,Public Display,-
NOA0005473,5,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,13-Feb-06,Loro Parque S A,Public Display,-
NOA0005473,6,TRANSFER,-,MALE,Killer Whale; Orca,17-Jun-95,-,Loro Parque S A,-,Loro Parque S A,Public Display,ALIVE
NOA0005485,1,BIRTH,-,FEMALE,Beluga Whale,19-Jul-95,19-Jul-95,Sea World LLC,19-Jul-95,Sea World of Texas,Public Display,DEAD
NOA0005587,1,BIRTH,MARIS,FEMALE,Beluga Whale,28-Jul-94,28-Jul-94,Wildlife Conservation Society,28-Jul-94,New York Aquarium,Public Display,-
NOA0005587,2,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,18-Dec-02,Mystic Aquarium,Public Display,-
NOA0005587,3,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,26-May-05,New York Aquarium,Public Display,-
NOA0005587,4,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,7-Nov-05,Georgia Aquarium,Public Display,-
NOA0005587,5,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,5-Oct-09,Sea World of Texas,Public Display,-
NOA0005587,6,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,22-Feb-10,Georgia Aquarium,Public Display,DEAD
NOA0005588,1,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-77,1-Nov-79,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0005588,2,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,-,Oregon Coast Aquarium,Public Display,-
NOA0005588,3,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,7-Jan-96,Oregon Coast Aquarium,Public Display,-
NOA0005588,4,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,-,Oregon Coast Aquarium,Public Display,-
NOA0005588,5,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,10-Sep-98,Klettsvik Cove Underwater Pen,Public Display,-
NOA0005588,6,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Ocean Futures Society,-,Klettsvik Cove Underwater Pen,Public Display,-
NOA0005588,7,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,-,Klettsvik Cove Underwater Pen,Scientific Research,RELEASED
NOA0005645,1,BIRTH,-,FEMALE,Killer Whale; Orca,27-Dec-96,27-Dec-96,Sea World LLC,27-Dec-96,Sea World of Florida,Public Display,-
NOA0005645,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,27-Dec-96,-,Sea World LLC,7-Dec-02,Sea World of Texas,Public Display,DEAD
NOA0005752,1,BIRTH,-,FEMALE,Beluga Whale,19-Jun-98,19-Jun-98,Sea World LLC,19-Jun-98,Sea World of Texas,Public Display,DEAD
NOA0005770,1,BIRTH,-,MALE,Killer Whale; Orca,14-May-98,14-May-98,Sea World LLC,14-May-98,Sea World of Florida,Public Display,-
NOA0005770,2,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,8-Mar-99,Sea World of California,Public Display,-
NOA0005770,3,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,15-Apr-00,Sea World of Ohio,Public Display,-
NOA0005770,4,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,18-Feb-01,Sea World of California,Public Display,DEAD
NOA0005797,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-83,15-Aug-90,unreported facility in unspecified foreign country,15-Aug-90,unreported facility in unspecified foreign country,Public Display,-
NOA0005797,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,-,Sea World of California,Public Display,-
NOA0005797,3,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,27-Jul-97,Sea World of California,Public Display,-
NOA0005797,4,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,12-Feb-05,Sea World of Texas,Public Display,-
NOA0005797,5,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,27-Jan-08,Sea World of California,Public Display,-
NOA0005797,6,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,31-May-14,Sea World of Florida,Public Display,DEAD
NOA0005840,1,BIRTH,-,MALE,Killer Whale; Orca,22-Jun-99,22-Jun-99,Sea World LLC,22-Jun-99,Sea World of Florida,Public Display,-
NOA0005840,2,TRANSPORT,-,MALE,Killer Whale; Orca,22-Jun-99,-,Sea World LLC,25-Apr-04,Sea World of Texas,Public Display,ALIVE
NOA0005850,1,BIRTH,-,MALE,Beluga Whale,23-Jul-99,23-Jul-99,Shedd (John G.) Aquarium,23-Jul-99,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0005851,1,BIRTH,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,3-Aug-99,Shedd (John G.) Aquarium,3-Aug-99,Shedd (John G.) Aquarium,Public Display,-
NOA0005851,2,TRANSPORT,-,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,30-Aug-08,Mystic Aquarium,Public Display,-
NOA0005851,3,TRANSPORT,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,2-May-09,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0005856,1,BIRTH,-,FEMALE,Beluga Whale,25-Jul-99,25-Jul-99,Sea World LLC,25-Jul-99,Sea World of Texas,Public Display,-
NOA0005856,2,TRANSPORT,-,FEMALE,Beluga Whale,25-Jul-99,-,Sea World LLC,21-Nov-10,Sea World of Florida,Public Display,ALIVE
